,province,procedure,wait_time_metric,Data year,metric_result
2940,Nova Scotia,Radiation Therapy,Volume,2010,1367
2941,Nova Scotia,Hip Fracture Repair,% meeting benchmark,2010,78
2942,Nova Scotia,Hip Fracture Repair,50th percentile,2010,22
2943,Nova Scotia,Hip Fracture Repair,90th percentile,2010,83
2944,Nova Scotia,Hip Fracture Repair,Volume,2010,472
2945,Nova Scotia,Cataract Surgery,% meeting benchmark,2010,67
2946,Nova Scotia,Cataract Surgery,50th percentile,2010,69
2947,Nova Scotia,Cataract Surgery,90th percentile,2010,206
2948,Nova Scotia,Cataract Surgery,Volume,2010,5136
2949,Nova Scotia,MRI Scan,50th percentile,2010,45
2950,Nova Scotia,MRI Scan,90th percentile,2010,113
2951,Nova Scotia,MRI Scan,Volume,2010,9315
2952,Nova Scotia,CT Scan,50th percentile,2010,24
2953,Nova Scotia,CT Scan,90th percentile,2010,87
2954,Nova Scotia,CT Scan,Volume,2010,35336
2955,Nova Scotia,CABG,% meeting benchmark,2011,100
2956,Nova Scotia,CABG,50th percentile,2011,10
2957,Nova Scotia,CABG,90th percentile,2011,77
2958,Nova Scotia,CABG,Volume,2011,201
2959,Nova Scotia,Hip Replacement,% meeting benchmark,2011,53
2960,Nova Scotia,Hip Replacement,50th percentile,2011,172
2961,Nova Scotia,Hip Replacement,90th percentile,2011,498
2962,Nova Scotia,Hip Replacement,Volume,2011,459
2963,Nova Scotia,Knee Replacement,% meeting benchmark,2011,36
2964,Nova Scotia,Knee Replacement,50th percentile,2011,252
2965,Nova Scotia,Knee Replacement,90th percentile,2011,573
2966,Nova Scotia,Knee Replacement,Volume,2011,775
2967,Nova Scotia,Radiation Therapy,% meeting benchmark,2011,83
2968,Nova Scotia,Radiation Therapy,50th percentile,2011,13
2969,Nova Scotia,Radiation Therapy,90th percentile,2011,34
2970,Nova Scotia,Radiation Therapy,Volume,2011,1376
2971,Nova Scotia,Hip Fracture Repair,% meeting benchmark,2011,79
2972,Nova Scotia,Hip Fracture Repair,50th percentile,2011,21
2973,Nova Scotia,Hip Fracture Repair,90th percentile,2011,72
2974,Nova Scotia,Hip Fracture Repair,Volume,2011,396
2975,Nova Scotia,Cataract Surgery,% meeting benchmark,2011,54
2976,Nova Scotia,Cataract Surgery,50th percentile,2011,115
2977,Nova Scotia,Cataract Surgery,90th percentile,2011,292
2978,Nova Scotia,Cataract Surgery,Volume,2011,3663
2979,Nova Scotia,MRI Scan,50th percentile,2011,53
2980,Nova Scotia,MRI Scan,90th percentile,2011,135
2981,Nova Scotia,MRI Scan,Volume,2011,7613
2982,Nova Scotia,CT Scan,50th percentile,2011,20
2983,Nova Scotia,CT Scan,90th percentile,2011,75
2984,Nova Scotia,CT Scan,Volume,2011,29952
2985,Nova Scotia,Hip Replacement,% meeting benchmark,2012,47
2986,Nova Scotia,Hip Replacement,50th percentile,2012,197
2987,Nova Scotia,Hip Replacement,90th percentile,2012,547
2988,Nova Scotia,Hip Replacement,Volume,2012,456
2989,Nova Scotia,Knee Replacement,% meeting benchmark,2012,33
2990,Nova Scotia,Knee Replacement,50th percentile,2012,302
2991,Nova Scotia,Knee Replacement,90th percentile,2012,598
2992,Nova Scotia,Knee Replacement,Volume,2012,761
2993,Nova Scotia,Radiation Therapy,% meeting benchmark,2012,89
2994,Nova Scotia,Radiation Therapy,50th percentile,2012,9
2995,Nova Scotia,Radiation Therapy,90th percentile,2012,29
2996,Nova Scotia,Radiation Therapy,Volume,2012,1396
2997,Nova Scotia,Hip Fracture Repair,% meeting benchmark,2012,76
2998,Nova Scotia,Hip Fracture Repair,50th percentile,2012,24
2999,Nova Scotia,Hip Fracture Repair,90th percentile,2012,77
3000,Nova Scotia,Hip Fracture Repair,Volume,2012,407
3001,Nova Scotia,Cataract Surgery,% meeting benchmark,2012,58
3002,Nova Scotia,Cataract Surgery,50th percentile,2012,102
3003,Nova Scotia,Cataract Surgery,90th percentile,2012,293
3004,Nova Scotia,Cataract Surgery,Volume,2012,3809
3005,Nova Scotia,CABG,50th percentile,2012,5
3006,Nova Scotia,CABG,90th percentile,2012,58
3007,Nova Scotia,CABG,Volume,2012,206
3008,Nova Scotia,MRI Scan,50th percentile,2012,61
3009,Nova Scotia,MRI Scan,90th percentile,2012,146
3010,Nova Scotia,MRI Scan,Volume,2012,15602
3011,Nova Scotia,CT Scan,50th percentile,2012,17
3012,Nova Scotia,CT Scan,90th percentile,2012,66
3013,Nova Scotia,CT Scan,Volume,2012,50988
3014,Nova Scotia,Hip Replacement,% meeting benchmark,2013,50
3015,Nova Scotia,Hip Replacement,50th percentile,2013,181
3016,Nova Scotia,Hip Replacement,90th percentile,2013,534
3017,Nova Scotia,Hip Replacement,Volume,2013,523
3018,Nova Scotia,Knee Replacement,% meeting benchmark,2013,36
3019,Nova Scotia,Knee Replacement,50th percentile,2013,272
3020,Nova Scotia,Knee Replacement,90th percentile,2013,632
3021,Nova Scotia,Knee Replacement,Volume,2013,846
3022,Nova Scotia,Radiation Therapy,% meeting benchmark,2013,90
3023,Nova Scotia,Radiation Therapy,50th percentile,2013,10
3024,Nova Scotia,Radiation Therapy,90th percentile,2013,28
3025,Nova Scotia,Radiation Therapy,Volume,2013,1373
3026,Nova Scotia,Hip Fracture Repair,% meeting benchmark,2013,82
3027,Nova Scotia,Hip Fracture Repair,50th percentile,2013,22
3028,Nova Scotia,Hip Fracture Repair,90th percentile,2013,67
3029,Nova Scotia,Hip Fracture Repair,Volume,2013,448
3030,Nova Scotia,Cataract Surgery,% meeting benchmark,2013,62
3031,Nova Scotia,Cataract Surgery,50th percentile,2013,93
3032,Nova Scotia,Cataract Surgery,90th percentile,2013,265
3033,Nova Scotia,Cataract Surgery,Volume,2013,4089
3034,Nova Scotia,CABG,50th percentile,2013,6
3035,Nova Scotia,CABG,90th percentile,2013,30
3036,Nova Scotia,CABG,Volume,2013,208
3037,Nova Scotia,Breast Cancer Surgery,50th percentile,2013,24
3038,Nova Scotia,Breast Cancer Surgery,90th percentile,2013,36
3039,Nova Scotia,Breast Cancer Surgery,Volume,2013,456
3040,Nova Scotia,Bladder Cancer Surgery,50th percentile,2013,41
3041,Nova Scotia,Bladder Cancer Surgery,90th percentile,2013,189
3042,Nova Scotia,Bladder Cancer Surgery,Volume,2013,466
3043,Nova Scotia,Colorectal Cancer Surgery,50th percentile,2013,24
3044,Nova Scotia,Colorectal Cancer Surgery,90th percentile,2013,58
3045,Nova Scotia,Colorectal Cancer Surgery,Volume,2013,304
3046,Nova Scotia,Lung Cancer Surgery,50th percentile,2013,29
3047,Nova Scotia,Lung Cancer Surgery,90th percentile,2013,65
3048,Nova Scotia,Lung Cancer Surgery,Volume,2013,100
3049,Nova Scotia,Prostate Cancer Surgery,50th percentile,2013,51
3050,Nova Scotia,Prostate Cancer Surgery,90th percentile,2013,98
3051,Nova Scotia,Prostate Cancer Surgery,Volume,2013,102
3052,Nova Scotia,MRI Scan,50th percentile,2013,43
3053,Nova Scotia,MRI Scan,90th percentile,2013,124
3054,Nova Scotia,MRI Scan,Volume,2013,15871
3055,Nova Scotia,CT Scan,50th percentile,2013,20
3056,Nova Scotia,CT Scan,90th percentile,2013,66
3057,Nova Scotia,CT Scan,Volume,2013,53432
3058,Nova Scotia,Hip Replacement,% meeting benchmark,2014,51
3059,Nova Scotia,Hip Replacement,50th percentile,2014,179
3060,Nova Scotia,Hip Replacement,90th percentile,2014,569
3061,Nova Scotia,Hip Replacement,Volume,2014,532
3062,Nova Scotia,Knee Replacement,% meeting benchmark,2014,37
3063,Nova Scotia,Knee Replacement,50th percentile,2014,251
3064,Nova Scotia,Knee Replacement,90th percentile,2014,734
3065,Nova Scotia,Knee Replacement,Volume,2014,922
3066,Nova Scotia,Radiation Therapy,% meeting benchmark,2014,88
3067,Nova Scotia,Radiation Therapy,50th percentile,2014,14
3068,Nova Scotia,Radiation Therapy,90th percentile,2014,31
3069,Nova Scotia,Radiation Therapy,Volume,2014,1366
3070,Nova Scotia,Hip Fracture Repair,% meeting benchmark,2014,76
3071,Nova Scotia,Hip Fracture Repair,50th percentile,2014,26
3072,Nova Scotia,Hip Fracture Repair,90th percentile,2014,68
3073,Nova Scotia,Hip Fracture Repair,Volume,2014,388
3074,Nova Scotia,Cataract Surgery,% meeting benchmark,2014,65
3075,Nova Scotia,Cataract Surgery,50th percentile,2014,85
3076,Nova Scotia,Cataract Surgery,90th percentile,2014,206
3077,Nova Scotia,Cataract Surgery,Volume,2014,3865
3078,Nova Scotia,CABG,50th percentile,2014,6
3079,Nova Scotia,CABG,90th percentile,2014,61
3080,Nova Scotia,CABG,Volume,2014,155
3081,Nova Scotia,Breast Cancer Surgery,50th percentile,2014,16
3082,Nova Scotia,Breast Cancer Surgery,90th percentile,2014,36
3083,Nova Scotia,Breast Cancer Surgery,Volume,2014,495
3084,Nova Scotia,Bladder Cancer Surgery,50th percentile,2014,35
3085,Nova Scotia,Bladder Cancer Surgery,90th percentile,2014,91
3086,Nova Scotia,Bladder Cancer Surgery,Volume,2014,356
3087,Nova Scotia,Colorectal Cancer Surgery,50th percentile,2014,24
3088,Nova Scotia,Colorectal Cancer Surgery,90th percentile,2014,60
3089,Nova Scotia,Colorectal Cancer Surgery,Volume,2014,282
3090,Nova Scotia,Lung Cancer Surgery,50th percentile,2014,34
3091,Nova Scotia,Lung Cancer Surgery,90th percentile,2014,63
3092,Nova Scotia,Lung Cancer Surgery,Volume,2014,119
3093,Nova Scotia,Prostate Cancer Surgery,50th percentile,2014,48
3094,Nova Scotia,Prostate Cancer Surgery,90th percentile,2014,104
3095,Nova Scotia,Prostate Cancer Surgery,Volume,2014,74
3096,Nova Scotia,MRI Scan,50th percentile,2014,62
3097,Nova Scotia,MRI Scan,90th percentile,2014,151
3098,Nova Scotia,MRI Scan,Volume,2014,17994
3099,Nova Scotia,CT Scan,50th percentile,2014,21
3100,Nova Scotia,CT Scan,90th percentile,2014,63
3101,Nova Scotia,CT Scan,Volume,2014,54544
3102,Nova Scotia,Hip Replacement,% meeting benchmark,2015,52
3103,Nova Scotia,Hip Replacement,50th percentile,2015,173
3104,Nova Scotia,Hip Replacement,90th percentile,2015,611
3105,Nova Scotia,Hip Replacement,Volume,2015,575
3106,Nova Scotia,Knee Replacement,% meeting benchmark,2015,36
3107,Nova Scotia,Knee Replacement,50th percentile,2015,271
3108,Nova Scotia,Knee Replacement,90th percentile,2015,727
3109,Nova Scotia,Knee Replacement,Volume,2015,934
3110,Nova Scotia,Radiation Therapy,% meeting benchmark,2015,94
3111,Nova Scotia,Radiation Therapy,50th percentile,2015,10
3112,Nova Scotia,Radiation Therapy,90th percentile,2015,25
3113,Nova Scotia,Radiation Therapy,Volume,2015,1439
3114,Nova Scotia,Hip Fracture Repair,% meeting benchmark,2015,85
3115,Nova Scotia,Hip Fracture Repair,50th percentile,2015,22
3116,Nova Scotia,Hip Fracture Repair,90th percentile,2015,60
3117,Nova Scotia,Hip Fracture Repair,Volume,2015,435
3118,Nova Scotia,Cataract Surgery,% meeting benchmark,2015,64
3119,Nova Scotia,Cataract Surgery,50th percentile,2015,93
3120,Nova Scotia,Cataract Surgery,90th percentile,2015,220
3121,Nova Scotia,Cataract Surgery,Volume,2015,3637
3122,Nova Scotia,CABG,50th percentile,2015,9
3123,Nova Scotia,CABG,90th percentile,2015,92
3124,Nova Scotia,CABG,Volume,2015,158
3125,Nova Scotia,MRI Scan,50th percentile,2015,63
3126,Nova Scotia,MRI Scan,90th percentile,2015,199
3127,Nova Scotia,MRI Scan,Volume,2015,17657
3128,Nova Scotia,Breast Cancer Surgery,50th percentile,2015,16
3129,Nova Scotia,Breast Cancer Surgery,90th percentile,2015,36
3130,Nova Scotia,Breast Cancer Surgery,Volume,2015,496
3131,Nova Scotia,Bladder Cancer Surgery,50th percentile,2015,34
3132,Nova Scotia,Bladder Cancer Surgery,90th percentile,2015,97
3133,Nova Scotia,Bladder Cancer Surgery,Volume,2015,364
3134,Nova Scotia,Colorectal Cancer Surgery,50th percentile,2015,26
3135,Nova Scotia,Colorectal Cancer Surgery,90th percentile,2015,55
3136,Nova Scotia,Colorectal Cancer Surgery,Volume,2015,271
3137,Nova Scotia,Lung Cancer Surgery,50th percentile,2015,47
3138,Nova Scotia,Lung Cancer Surgery,90th percentile,2015,84
3139,Nova Scotia,Lung Cancer Surgery,Volume,2015,133
3140,Nova Scotia,Prostate Cancer Surgery,50th percentile,2015,46
3141,Nova Scotia,Prostate Cancer Surgery,90th percentile,2015,89
3142,Nova Scotia,Prostate Cancer Surgery,Volume,2015,56
3143,Nova Scotia,CT Scan,50th percentile,2015,20
3144,Nova Scotia,CT Scan,90th percentile,2015,78
3145,Nova Scotia,CT Scan,Volume,2015,55527
3146,Nova Scotia,MRI Scan,50th percentile,2016,60
3147,Nova Scotia,MRI Scan,90th percentile,2016,195
3148,Nova Scotia,MRI Scan,Volume,2016,19355
3149,Nova Scotia,Hip Replacement,% meeting benchmark,2016,56
3150,Nova Scotia,Hip Replacement,50th percentile,2016,152
3151,Nova Scotia,Hip Replacement,90th percentile,2016,606
3152,Nova Scotia,Hip Replacement,Volume,2016,600
3153,Nova Scotia,Knee Replacement,% meeting benchmark,2016,38
3154,Nova Scotia,Knee Replacement,50th percentile,2016,260
3155,Nova Scotia,Knee Replacement,90th percentile,2016,764
3156,Nova Scotia,Knee Replacement,Volume,2016,1001
3157,Nova Scotia,Radiation Therapy,% meeting benchmark,2016,94
3158,Nova Scotia,Radiation Therapy,50th percentile,2016,11
3159,Nova Scotia,Radiation Therapy,90th percentile,2016,26
3160,Nova Scotia,Radiation Therapy,Volume,2016,1612
3161,Nova Scotia,Hip Fracture Repair,% meeting benchmark,2016,85
3162,Nova Scotia,Hip Fracture Repair,50th percentile,2016,21
3163,Nova Scotia,Hip Fracture Repair,90th percentile,2016,56
3164,Nova Scotia,Hip Fracture Repair,Volume,2016,294
3165,Nova Scotia,Cataract Surgery,% meeting benchmark,2016,65
3166,Nova Scotia,Cataract Surgery,50th percentile,2016,92
3167,Nova Scotia,Cataract Surgery,90th percentile,2016,214
3168,Nova Scotia,Cataract Surgery,Volume,2016,4004
3169,Nova Scotia,CABG,50th percentile,2016,7
3170,Nova Scotia,CABG,90th percentile,2016,66
3171,Nova Scotia,CABG,Volume,2016,163
3172,Nova Scotia,Breast Cancer Surgery,50th percentile,2016,43
3173,Nova Scotia,Breast Cancer Surgery,90th percentile,2016,124
3174,Nova Scotia,Breast Cancer Surgery,Volume,2016,15871
3175,Nova Scotia,Bladder Cancer Surgery,50th percentile,2016,62
3176,Nova Scotia,Bladder Cancer Surgery,90th percentile,2016,151
3177,Nova Scotia,Bladder Cancer Surgery,Volume,2016,17994
3178,Nova Scotia,Colorectal Cancer Surgery,50th percentile,2016,63
3179,Nova Scotia,Colorectal Cancer Surgery,90th percentile,2016,199
3180,Nova Scotia,Colorectal Cancer Surgery,Volume,2016,17657
3181,Nova Scotia,Lung Cancer Surgery,50th percentile,2016,60
3182,Nova Scotia,Lung Cancer Surgery,90th percentile,2016,195
3183,Nova Scotia,Lung Cancer Surgery,Volume,2016,19355
3184,Nova Scotia,Prostate Cancer Surgery,50th percentile,2016,40
3185,Nova Scotia,Prostate Cancer Surgery,90th percentile,2016,83
3186,Nova Scotia,Prostate Cancer Surgery,Volume,2016,89
3187,Nova Scotia,CT Scan,50th percentile,2016,24
3188,Nova Scotia,CT Scan,90th percentile,2016,77
3189,Nova Scotia,CT Scan,Volume,2016,58646
3190,Nova Scotia,MRI Scan,50th percentile,2017,48
3191,Nova Scotia,MRI Scan,90th percentile,2017,217
3192,Nova Scotia,MRI Scan,Volume,2017,20711
3193,Nova Scotia,Hip Replacement,% meeting benchmark,2017,51
3194,Nova Scotia,Hip Replacement,50th percentile,2017,179
3195,Nova Scotia,Hip Replacement,90th percentile,2017,665
3196,Nova Scotia,Hip Replacement,Volume,2017,670
3197,Nova Scotia,Knee Replacement,% meeting benchmark,2017,34
3198,Nova Scotia,Knee Replacement,50th percentile,2017,283
3199,Nova Scotia,Knee Replacement,90th percentile,2017,740
3200,Nova Scotia,Knee Replacement,Volume,2017,968
3201,Nova Scotia,Radiation Therapy,% meeting benchmark,2017,92
3202,Nova Scotia,Radiation Therapy,50th percentile,2017,12
3203,Nova Scotia,Radiation Therapy,90th percentile,2017,27
3204,Nova Scotia,Radiation Therapy,Volume,2017,1493
3205,Nova Scotia,Hip Fracture Repair,% meeting benchmark,2017,87.16356108
3206,Nova Scotia,Hip Fracture Repair,50th percentile,2017,20.61666667
3207,Nova Scotia,Hip Fracture Repair,90th percentile,2017,55.13333333
3208,Nova Scotia,Hip Fracture Repair,Volume,2017,483
3209,Nova Scotia,Cataract Surgery,% meeting benchmark,2017,66
3210,Nova Scotia,Cataract Surgery,50th percentile,2017,90
3211,Nova Scotia,Cataract Surgery,90th percentile,2017,211
3212,Nova Scotia,Cataract Surgery,Volume,2017,4047
3213,Nova Scotia,CABG,50th percentile,2017,8
3214,Nova Scotia,CABG,90th percentile,2017,30
3215,Nova Scotia,CABG,Volume,2017,154
3216,Nova Scotia,Breast Cancer Surgery,50th percentile,2017,16
3217,Nova Scotia,Breast Cancer Surgery,90th percentile,2017,41
3218,Nova Scotia,Breast Cancer Surgery,Volume,2017,420
3219,Nova Scotia,Bladder Cancer Surgery,50th percentile,2017,28
3220,Nova Scotia,Bladder Cancer Surgery,90th percentile,2017,76
3221,Nova Scotia,Bladder Cancer Surgery,Volume,2017,363
3222,Nova Scotia,Colorectal Cancer Surgery,50th percentile,2017,21
3223,Nova Scotia,Colorectal Cancer Surgery,90th percentile,2017,55
3224,Nova Scotia,Colorectal Cancer Surgery,Volume,2017,256
3225,Nova Scotia,Lung Cancer Surgery,50th percentile,2017,38
3226,Nova Scotia,Lung Cancer Surgery,90th percentile,2017,70
3227,Nova Scotia,Lung Cancer Surgery,Volume,2017,184
3228,Nova Scotia,Prostate Cancer Surgery,50th percentile,2017,47
3229,Nova Scotia,Prostate Cancer Surgery,90th percentile,2017,116
3230,Nova Scotia,Prostate Cancer Surgery,Volume,2017,75
3231,Nova Scotia,CT Scan,50th percentile,2017,28
3232,Nova Scotia,CT Scan,90th percentile,2017,89
3233,Nova Scotia,CT Scan,Volume,2017,57686
3234,Nova Scotia,MRI Scan,50th percentile,2018,60
3235,Nova Scotia,MRI Scan,90th percentile,2018,224
3236,Nova Scotia,MRI Scan,Volume,2018,20601
3237,Nova Scotia,Hip Replacement,% meeting benchmark,2018,49
3238,Nova Scotia,Hip Replacement,50th percentile,2018,186
3239,Nova Scotia,Hip Replacement,90th percentile,2018,568
3240,Nova Scotia,Hip Replacement,Volume,2018,684
3241,Nova Scotia,Knee Replacement,% meeting benchmark,2018,47
3242,Nova Scotia,Knee Replacement,50th percentile,2018,194
3243,Nova Scotia,Knee Replacement,90th percentile,2018,581
3244,Nova Scotia,Knee Replacement,Volume,2018,1244
3245,Nova Scotia,Radiation Therapy,% meeting benchmark,2018,96
3246,Nova Scotia,Radiation Therapy,50th percentile,2018,10
3247,Nova Scotia,Radiation Therapy,90th percentile,2018,25
3248,Nova Scotia,Radiation Therapy,Volume,2018,1434
3249,Nova Scotia,Hip Fracture Repair,% meeting benchmark,2018,91.37529138
3250,Nova Scotia,Hip Fracture Repair,50th percentile,2018,19.16666667
3251,Nova Scotia,Hip Fracture Repair,90th percentile,2018,45.25
3252,Nova Scotia,Hip Fracture Repair,Volume,2018,429
3253,Nova Scotia,Cataract Surgery,% meeting benchmark,2018,68
3254,Nova Scotia,Cataract Surgery,50th percentile,2018,76
3255,Nova Scotia,Cataract Surgery,90th percentile,2018,229
3256,Nova Scotia,Cataract Surgery,Volume,2018,3795
3257,Nova Scotia,CABG,50th percentile,2018,3
3258,Nova Scotia,CABG,90th percentile,2018,27
3259,Nova Scotia,CABG,Volume,2018,148
3260,Nova Scotia,Breast Cancer Surgery,50th percentile,2018,16
3261,Nova Scotia,Breast Cancer Surgery,90th percentile,2018,37
3262,Nova Scotia,Breast Cancer Surgery,Volume,2018,426
3263,Nova Scotia,Bladder Cancer Surgery,50th percentile,2018,34
3264,Nova Scotia,Bladder Cancer Surgery,90th percentile,2018,91
3265,Nova Scotia,Bladder Cancer Surgery,Volume,2018,364
3266,Nova Scotia,Colorectal Cancer Surgery,50th percentile,2018,24
3267,Nova Scotia,Colorectal Cancer Surgery,90th percentile,2018,58
3268,Nova Scotia,Colorectal Cancer Surgery,Volume,2018,243
3269,Nova Scotia,Lung Cancer Surgery,50th percentile,2018,36
3270,Nova Scotia,Lung Cancer Surgery,90th percentile,2018,72
3271,Nova Scotia,Lung Cancer Surgery,Volume,2018,169
3272,Nova Scotia,Prostate Cancer Surgery,50th percentile,2018,40
3273,Nova Scotia,Prostate Cancer Surgery,90th percentile,2018,80
3274,Nova Scotia,Prostate Cancer Surgery,Volume,2018,83
3275,Nova Scotia,CT Scan,50th percentile,2018,28
3276,Nova Scotia,CT Scan,90th percentile,2018,88
3277,Nova Scotia,CT Scan,Volume,2018,62636
3278,Nova Scotia,MRI Scan,50th percentile,2019,49
3279,Nova Scotia,MRI Scan,90th percentile,2019,241
3280,Nova Scotia,MRI Scan,Volume,2019,21910
3281,Nova Scotia,Bladder Cancer Surgery,50th percentile,2019,34
3282,Nova Scotia,Bladder Cancer Surgery,90th percentile,2019,80
3283,Nova Scotia,Bladder Cancer Surgery,Volume,2019,347
3284,Nova Scotia,Breast Cancer Surgery,50th percentile,2019,22
3285,Nova Scotia,Breast Cancer Surgery,90th percentile,2019,42
3286,Nova Scotia,Breast Cancer Surgery,Volume,2019,513
3287,Nova Scotia,CABG,50th percentile,2019,7
3288,Nova Scotia,CABG,90th percentile,2019,43
3289,Nova Scotia,CABG,Volume,2019,131
3290,Nova Scotia,Cataract Surgery,% meeting benchmark,2019,60
3291,Nova Scotia,Cataract Surgery,50th percentile,2019,92
3292,Nova Scotia,Cataract Surgery,90th percentile,2019,250
3293,Nova Scotia,Cataract Surgery,Volume,2019,3702
3294,Nova Scotia,Colorectal Cancer Surgery,50th percentile,2019,26
3295,Nova Scotia,Colorectal Cancer Surgery,90th percentile,2019,51
3296,Nova Scotia,Colorectal Cancer Surgery,Volume,2019,264
3297,Nova Scotia,Hip Fracture Repair,% meeting benchmark,2019,88.91966759
3298,Nova Scotia,Hip Fracture Repair,50th percentile,2019,20.33333333
3299,Nova Scotia,Hip Fracture Repair,90th percentile,2019,50.4
3300,Nova Scotia,Hip Fracture Repair,Volume,2019,361
3301,Nova Scotia,Hip Replacement,% meeting benchmark,2019,59
3302,Nova Scotia,Hip Replacement,50th percentile,2019,158
3303,Nova Scotia,Hip Replacement,90th percentile,2019,442
3304,Nova Scotia,Hip Replacement,Volume,2019,798
3305,Nova Scotia,Knee Replacement,% meeting benchmark,2019,47
3306,Nova Scotia,Knee Replacement,50th percentile,2019,195
3307,Nova Scotia,Knee Replacement,90th percentile,2019,531
3308,Nova Scotia,Knee Replacement,Volume,2019,1331
3309,Nova Scotia,Lung Cancer Surgery,50th percentile,2019,43
3310,Nova Scotia,Lung Cancer Surgery,90th percentile,2019,84
3311,Nova Scotia,Lung Cancer Surgery,Volume,2019,179
3312,Nova Scotia,Prostate Cancer Surgery,50th percentile,2019,55
3313,Nova Scotia,Prostate Cancer Surgery,90th percentile,2019,106
3314,Nova Scotia,Prostate Cancer Surgery,Volume,2019,91
3315,Nova Scotia,Radiation Therapy,% meeting benchmark,2019,95.83
3316,Nova Scotia,Radiation Therapy,50th percentile,2019,10
3317,Nova Scotia,Radiation Therapy,90th percentile,2019,25
3318,Nova Scotia,Radiation Therapy,Volume,2019,1511
3319,Nova Scotia,CT Scan,50th percentile,2019,25
3320,Nova Scotia,CT Scan,90th percentile,2019,82
3321,Nova Scotia,CT Scan,Volume,2019,61741
3322,Nova Scotia,MRI Scan,50th percentile,2020,40
3323,Nova Scotia,MRI Scan,90th percentile,2020,301
3324,Nova Scotia,MRI Scan,Volume,2020,12937
3325,Nova Scotia,Bladder Cancer Surgery,50th percentile,2020,28
3326,Nova Scotia,Bladder Cancer Surgery,90th percentile,2020,122
3327,Nova Scotia,Bladder Cancer Surgery,Volume,2020,333
3328,Nova Scotia,Breast Cancer Surgery,50th percentile,2020,16
3329,Nova Scotia,Breast Cancer Surgery,90th percentile,2020,35
3330,Nova Scotia,Breast Cancer Surgery,Volume,2020,338
3331,Nova Scotia,CABG,50th percentile,2020,9
3332,Nova Scotia,CABG,90th percentile,2020,94
3333,Nova Scotia,CABG,Volume,2020,138
3334,Nova Scotia,Cataract Surgery,% meeting benchmark,2020,32
3335,Nova Scotia,Cataract Surgery,50th percentile,2020,185
3336,Nova Scotia,Cataract Surgery,90th percentile,2020,394
3337,Nova Scotia,Cataract Surgery,Volume,2020,2031
3338,Nova Scotia,Colorectal Cancer Surgery,50th percentile,2020,24
3339,Nova Scotia,Colorectal Cancer Surgery,90th percentile,2020,59
3340,Nova Scotia,Colorectal Cancer Surgery,Volume,2020,184
3341,Nova Scotia,Hip Fracture Repair,% meeting benchmark,2020,87.70491803
3342,Nova Scotia,Hip Fracture Repair,50th percentile,2020,21.55833333
3343,Nova Scotia,Hip Fracture Repair,90th percentile,2020,52.26666667
3344,Nova Scotia,Hip Fracture Repair,Volume,2020,488
3345,Nova Scotia,Hip Replacement,% meeting benchmark,2020,47
3346,Nova Scotia,Hip Replacement,50th percentile,2020,190
3347,Nova Scotia,Hip Replacement,90th percentile,2020,474
3348,Nova Scotia,Hip Replacement,Volume,2020,390
3349,Nova Scotia,Knee Replacement,% meeting benchmark,2020,31
3350,Nova Scotia,Knee Replacement,50th percentile,2020,270
3351,Nova Scotia,Knee Replacement,90th percentile,2020,652
3352,Nova Scotia,Knee Replacement,Volume,2020,545
3353,Nova Scotia,Lung Cancer Surgery,50th percentile,2020,21
3354,Nova Scotia,Lung Cancer Surgery,90th percentile,2020,115
3355,Nova Scotia,Lung Cancer Surgery,Volume,2020,139
3356,Nova Scotia,CT Scan,50th percentile,2020,21
3357,Nova Scotia,CT Scan,90th percentile,2020,154
3358,Nova Scotia,CT Scan,Volume,2020,40292
3359,Nova Scotia,Prostate Cancer Surgery,50th percentile,2020,53
3360,Nova Scotia,Prostate Cancer Surgery,90th percentile,2020,125
3361,Nova Scotia,Prostate Cancer Surgery,Volume,2020,99
3362,Nova Scotia,Radiation Therapy,% meeting benchmark,2020,99
3363,Nova Scotia,Radiation Therapy,50th percentile,2020,10
3364,Nova Scotia,Radiation Therapy,90th percentile,2020,21
3365,Nova Scotia,Radiation Therapy,Volume,2020,1518
3366,Nova Scotia,Hip Replacement,% meeting benchmark,2021,59
3367,Nova Scotia,Hip Replacement,50th percentile,2021,152
3368,Nova Scotia,Hip Replacement,90th percentile,2021,608
3369,Nova Scotia,Knee Replacement,% meeting benchmark,2021,50.7
3370,Nova Scotia,Knee Replacement,50th percentile,2021,179
3371,Nova Scotia,Knee Replacement,90th percentile,2021,658
3372,Nova Scotia,Radiation Therapy,% meeting benchmark,2021,88.5
3373,Nova Scotia,Radiation Therapy,50th percentile,2021,14
3374,Nova Scotia,Radiation Therapy,90th percentile,2021,30
3375,Nova Scotia,Radiation Therapy,Volume,2021,1600
3376,Nova Scotia,Hip Fracture Repair,% meeting benchmark,2021,88.37675351
3377,Nova Scotia,Hip Fracture Repair,50th percentile,2021,20.95
3378,Nova Scotia,Hip Fracture Repair,90th percentile,2021,51.06666667
3379,Nova Scotia,Hip Fracture Repair,Volume,2021,499
3380,Nova Scotia,Cataract Surgery,% meeting benchmark,2021,62.4
3381,Nova Scotia,Cataract Surgery,50th percentile,2021,88
3382,Nova Scotia,Cataract Surgery,90th percentile,2021,255
3383,Nova Scotia,Cataract Surgery,Volume,2021,3899
3384,Nova Scotia,CABG,50th percentile,2021,7
